7.7407 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=u'grey', colorSpace='named', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1FEE4BF0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.8379 	EXP 	Created lreminder_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='lreminder_text', opacity=1.0, ori=0, pos=array([-0. ,  0.4]), rgb=array([ 0.,  0.,  0.]), text=u'Press the button when you see this!', units=u'norm', win=Window(...), wrapWidth=1)
8.8406 	EXP 	Set  sound=reminder.wav
8.8406 	EXP 	Sound  set volume 1.000
8.8424 	EXP 	Created l_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='l_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
8.8641 	EXP 	Created l_block_trial_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blanka.png', interpolate=True, mask=None, maskParams=None, name='l_block_trial_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5       ,  1.07407407]), texRes=128, units=u'norm', win=Window(...))
8.8658 	EXP 	Created v_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='v_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
8.8698 	EXP 	Created blank_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'blank.PNG', interpolate=True, mask=None, maskParams=None, name='blank_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
8.8778 	EXP 	Set  sound=lsl_instr6.wav
8.8778 	EXP 	Sound  set volume 1.000
8.8913 	EXP 	Created instr6_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr6_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
8.8966 	EXP 	Set  sound=lsl_instr7.wav
8.8966 	EXP 	Sound  set volume 1.000
8.9098 	EXP 	Created instr7_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr7_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
8.9302 	EXP 	Created instr7_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr7_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
8.9371 	EXP 	Set  sound=lsl_instr8.wav
8.9371 	EXP 	Sound  set volume 1.000
8.9496 	EXP 	Created instr8_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr8_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
8.9688 	EXP 	Created instr8_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr8_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
8.9727 	EXP 	Set  sound=lsl_instr9.wav
8.9727 	EXP 	Sound  set volume 1.000
8.9785 	EXP 	Created instr9_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr9_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 0.,  0.,  0.]), text=u'Some signs never went together.', units=u'norm', win=Window(...), wrapWidth=1)
9.0213 	EXP 	Created instr9_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr9_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
9.0301 	EXP 	Set  sound=lsl_instr10.wav
9.0301 	EXP 	Sound  set volume 1.000
9.0451 	EXP 	Created instr10_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr10_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.3]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
9.0642 	EXP 	Created instr10_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr10_image', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
9.0731 	EXP 	Set  sound=lsl_instr11.wav
9.0731 	EXP 	Sound  set volume 1.000
9.0888 	EXP 	Created instr11_text1 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr11_text1', opacity=1.0, ori=0, pos=array([ 0. ,  0.8]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
9.0971 	EXP 	Created instr11_image1 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=u'good_triplet.png', interpolate=True, mask=None, maskParams=None, name='instr11_image1', opacity=1.0, ori=0.0, pos=array([ 0.  ,  0.35]), size=array([ 0.44895833,  0.32222222]), texRes=128, units=u'norm', win=Window(...))
9.1047 	EXP 	Created instr11_text2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr11_text2', opacity=1.0, ori=0, pos=array([ 0.  ,  0.05]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
9.1137 	EXP 	Created instr11_image2 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image=u'bad_triplet.png', interpolate=True, mask=None, maskParams=None, name='instr11_image2', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.35]), size=array([ 0.44895833,  0.32222222]), texRes=128, units=u'norm', win=Window(...))
9.1330 	EXP 	Created instr11_image3 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image=u'line_of_letters.png', interpolate=True, mask=None, maskParams=None, name='instr11_image3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.8]), size=array([ 1.315625  ,  0.31481481]), texRes=128, units=u'norm', win=Window(...))
9.1533 	EXP 	Set  sound=lsl_instr12.wav
9.1533 	EXP 	Sound  set volume 1.000
9.1924 	EXP 	Created instr12_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='instr12_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
9.1942 	EXP 	Created test1_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test1_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.1991 	EXP 	Created test1_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test1_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.2006 	EXP 	Created test2_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test2_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.2045 	EXP 	Created test2_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test2_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.2060 	EXP 	Created test3_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test3_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.2098 	EXP 	Created test3_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test3_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.2141 	EXP 	Created triplet_pause_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image=u'white.png', interpolate=True, mask=None, maskParams=None, name='triplet_pause_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.2156 	EXP 	Created test4_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test4_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.2202 	EXP 	Created test4_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test4_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.2217 	EXP 	Created test5_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test5_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.2258 	EXP 	Created test5_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test5_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.2273 	EXP 	Created test6_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='test6_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.2312 	EXP 	Created test6_blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image=u'blank.png', interpolate=True, mask=None, maskParams=None, name='test6_blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.3       ,  0.26666667]), texRes=128, units=u'norm', win=Window(...))
9.2406 	EXP 	Created question_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=0.1, italic=False, name='question_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
9.2423 	EXP 	Created blank_block_trial_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='blank_block_trial_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units=u'norm', win=Window(...))
9.2428 	EXP 	window1: blendMode = 'avg'
9.2750 	EXP 	start_text: autoDraw = True
9.2753 	EXP 	window1: blendMode = 'avg'
9.2773 	EXP 	window1: blendMode = 'avg'
9.2825 	EXP 	window1: blendMode = 'avg'
9.2910 	EXP 	window1: blendMode = 'avg'
9.2992 	EXP 	window1: blendMode = 'avg'
9.3075 	EXP 	window1: blendMode = 'avg'
9.3160 	EXP 	window1: blendMode = 'avg'
9.3243 	EXP 	window1: blendMode = 'avg'
9.3327 	EXP 	window1: blendMode = 'avg'
9.3409 	EXP 	window1: blendMode = 'avg'
9.3491 	EXP 	window1: blendMode = 'avg'
9.3575 	EXP 	window1: blendMode = 'avg'
9.3659 	EXP 	window1: blendMode = 'avg'
9.3742 	EXP 	window1: blendMode = 'avg'
9.3825 	EXP 	window1: blendMode = 'avg'
9.3909 	EXP 	window1: blendMode = 'avg'
9.3992 	EXP 	window1: blendMode = 'avg'
9.4075 	EXP 	window1: blendMode = 'avg'
9.4194 	EXP 	window1: blendMode = 'avg'
9.4241 	EXP 	window1: blendMode = 'avg'
9.4389 	EXP 	window1: blendMode = 'avg'
9.4411 	EXP 	window1: blendMode = 'avg'
9.4491 	EXP 	window1: blendMode = 'avg'
9.4576 	EXP 	window1: blendMode = 'avg'
9.4659 	EXP 	window1: blendMode = 'avg'
9.4742 	EXP 	window1: blendMode = 'avg'
9.4825 	EXP 	window1: blendMode = 'avg'
9.4909 	EXP 	window1: blendMode = 'avg'
9.4992 	EXP 	window1: blendMode = 'avg'
9.5075 	EXP 	window1: blendMode = 'avg'
9.5160 	EXP 	window1: blendMode = 'avg'
9.5243 	EXP 	window1: blendMode = 'avg'
9.5326 	EXP 	window1: blendMode = 'avg'
9.5409 	EXP 	window1: blendMode = 'avg'
9.5491 	EXP 	window1: blendMode = 'avg'
9.5575 	EXP 	window1: blendMode = 'avg'
9.5659 	EXP 	window1: blendMode = 'avg'
9.5743 	EXP 	window1: blendMode = 'avg'
9.5825 	EXP 	window1: blendMode = 'avg'
9.5910 	EXP 	window1: blendMode = 'avg'
9.5993 	EXP 	window1: blendMode = 'avg'
9.6082 	EXP 	window1: blendMode = 'avg'
9.6157 	EXP 	window1: blendMode = 'avg'
9.6241 	EXP 	window1: blendMode = 'avg'
9.6325 	EXP 	window1: blendMode = 'avg'
9.6408 	EXP 	window1: blendMode = 'avg'
9.6491 	EXP 	window1: blendMode = 'avg'
9.6574 	EXP 	window1: blendMode = 'avg'
9.6658 	EXP 	window1: blendMode = 'avg'
9.6742 	EXP 	window1: blendMode = 'avg'
9.6826 	EXP 	window1: blendMode = 'avg'
9.6908 	EXP 	window1: blendMode = 'avg'
9.6992 	EXP 	window1: blendMode = 'avg'
9.7074 	EXP 	window1: blendMode = 'avg'
9.7157 	EXP 	window1: blendMode = 'avg'
9.7242 	EXP 	window1: blendMode = 'avg'
9.7325 	EXP 	window1: blendMode = 'avg'
9.7409 	EXP 	window1: blendMode = 'avg'
9.7491 	EXP 	window1: blendMode = 'avg'
9.7574 	EXP 	window1: blendMode = 'avg'
9.7658 	EXP 	window1: blendMode = 'avg'
9.7742 	EXP 	window1: blendMode = 'avg'
9.7824 	EXP 	window1: blendMode = 'avg'
9.7908 	EXP 	window1: blendMode = 'avg'
9.7991 	EXP 	window1: blendMode = 'avg'
9.8074 	EXP 	window1: blendMode = 'avg'
9.8158 	EXP 	window1: blendMode = 'avg'
9.8242 	EXP 	window1: blendMode = 'avg'
9.8324 	EXP 	window1: blendMode = 'avg'
9.8408 	EXP 	window1: blendMode = 'avg'
9.8492 	EXP 	window1: blendMode = 'avg'
9.8575 	EXP 	window1: blendMode = 'avg'
9.8658 	EXP 	window1: blendMode = 'avg'
9.8742 	EXP 	window1: blendMode = 'avg'
9.8824 	EXP 	window1: blendMode = 'avg'
9.8909 	EXP 	window1: blendMode = 'avg'
9.8993 	EXP 	window1: blendMode = 'avg'
9.9074 	EXP 	window1: blendMode = 'avg'
9.9158 	EXP 	window1: blendMode = 'avg'
9.9242 	EXP 	window1: blendMode = 'avg'
9.9325 	EXP 	window1: blendMode = 'avg'
9.9409 	EXP 	window1: blendMode = 'avg'
9.9492 	EXP 	window1: blendMode = 'avg'
9.9575 	EXP 	window1: blendMode = 'avg'
9.9658 	EXP 	window1: blendMode = 'avg'
9.9742 	EXP 	window1: blendMode = 'avg'
9.9825 	EXP 	window1: blendMode = 'avg'
9.9909 	EXP 	window1: blendMode = 'avg'
9.9992 	EXP 	window1: blendMode = 'avg'
10.0075 	EXP 	window1: blendMode = 'avg'
10.0159 	EXP 	window1: blendMode = 'avg'
10.0242 	EXP 	window1: blendMode = 'avg'
10.0325 	EXP 	window1: blendMode = 'avg'
10.0409 	EXP 	window1: blendMode = 'avg'
10.0492 	EXP 	window1: blendMode = 'avg'
10.0575 	EXP 	window1: blendMode = 'avg'
10.0658 	EXP 	window1: blendMode = 'avg'
10.0742 	EXP 	window1: blendMode = 'avg'
10.0825 	EXP 	window1: blendMode = 'avg'
10.0909 	EXP 	window1: blendMode = 'avg'
10.0992 	EXP 	window1: blendMode = 'avg'
10.1075 	EXP 	window1: blendMode = 'avg'
10.1159 	EXP 	window1: blendMode = 'avg'
10.1242 	EXP 	window1: blendMode = 'avg'
10.1328 	EXP 	window1: blendMode = 'avg'
10.1409 	EXP 	window1: blendMode = 'avg'
10.1492 	EXP 	window1: blendMode = 'avg'
10.1575 	EXP 	window1: blendMode = 'avg'
10.1659 	EXP 	window1: blendMode = 'avg'
10.1743 	EXP 	window1: blendMode = 'avg'
10.1826 	EXP 	window1: blendMode = 'avg'
10.1910 	EXP 	window1: blendMode = 'avg'
10.1992 	EXP 	window1: blendMode = 'avg'
10.2075 	EXP 	window1: blendMode = 'avg'
10.2159 	EXP 	window1: blendMode = 'avg'
10.2243 	EXP 	window1: blendMode = 'avg'
10.2325 	EXP 	window1: blendMode = 'avg'
10.2409 	EXP 	window1: blendMode = 'avg'
10.2492 	EXP 	window1: blendMode = 'avg'
10.2575 	EXP 	window1: blendMode = 'avg'
10.2659 	EXP 	window1: blendMode = 'avg'
10.2744 	EXP 	window1: blendMode = 'avg'
10.2825 	EXP 	window1: blendMode = 'avg'
10.2909 	EXP 	window1: blendMode = 'avg'
10.2993 	EXP 	window1: blendMode = 'avg'
10.3075 	EXP 	window1: blendMode = 'avg'
10.3159 	EXP 	window1: blendMode = 'avg'
10.3243 	EXP 	window1: blendMode = 'avg'
10.3325 	EXP 	window1: blendMode = 'avg'
10.3409 	EXP 	window1: blendMode = 'avg'
10.3493 	EXP 	window1: blendMode = 'avg'
10.3575 	EXP 	window1: blendMode = 'avg'
10.3659 	EXP 	window1: blendMode = 'avg'
10.3743 	EXP 	window1: blendMode = 'avg'
10.3825 	EXP 	window1: blendMode = 'avg'
10.3910 	EXP 	window1: blendMode = 'avg'
10.3994 	EXP 	window1: blendMode = 'avg'
10.4075 	EXP 	window1: blendMode = 'avg'
10.4160 	EXP 	window1: blendMode = 'avg'
10.4243 	EXP 	window1: blendMode = 'avg'
10.4325 	EXP 	window1: blendMode = 'avg'
10.4409 	EXP 	window1: blendMode = 'avg'
10.4493 	EXP 	window1: blendMode = 'avg'
10.4575 	EXP 	window1: blendMode = 'avg'
10.4659 	EXP 	window1: blendMode = 'avg'
10.4744 	EXP 	window1: blendMode = 'avg'
10.4826 	EXP 	window1: blendMode = 'avg'
10.4909 	EXP 	window1: blendMode = 'avg'
10.4993 	EXP 	window1: blendMode = 'avg'
10.5075 	EXP 	window1: blendMode = 'avg'
10.5159 	EXP 	window1: blendMode = 'avg'
10.5243 	EXP 	window1: blendMode = 'avg'
10.5326 	EXP 	window1: blendMode = 'avg'
10.5410 	EXP 	window1: blendMode = 'avg'
10.5493 	EXP 	window1: blendMode = 'avg'
10.5576 	EXP 	window1: blendMode = 'avg'
10.5659 	EXP 	window1: blendMode = 'avg'
10.5744 	EXP 	window1: blendMode = 'avg'
10.5826 	EXP 	window1: blendMode = 'avg'
10.5909 	EXP 	window1: blendMode = 'avg'
10.5993 	EXP 	window1: blendMode = 'avg'
10.6076 	EXP 	window1: blendMode = 'avg'
10.6159 	EXP 	window1: blendMode = 'avg'
10.6243 	EXP 	window1: blendMode = 'avg'
10.6326 	EXP 	window1: blendMode = 'avg'
10.6410 	EXP 	window1: blendMode = 'avg'
10.6494 	EXP 	window1: blendMode = 'avg'
10.6576 	EXP 	window1: blendMode = 'avg'
10.6659 	EXP 	window1: blendMode = 'avg'
10.6743 	EXP 	window1: blendMode = 'avg'
10.6825 	EXP 	window1: blendMode = 'avg'
10.6912 	EXP 	window1: blendMode = 'avg'
10.6993 	EXP 	window1: blendMode = 'avg'
10.7077 	EXP 	window1: blendMode = 'avg'
10.7160 	EXP 	window1: blendMode = 'avg'
10.7243 	EXP 	window1: blendMode = 'avg'
10.7326 	EXP 	window1: blendMode = 'avg'
10.7410 	EXP 	window1: blendMode = 'avg'
10.7493 	EXP 	window1: blendMode = 'avg'
10.7576 	EXP 	window1: blendMode = 'avg'
10.7660 	EXP 	window1: blendMode = 'avg'
10.7747 	EXP 	window1: blendMode = 'avg'
10.7826 	EXP 	window1: blendMode = 'avg'
10.7910 	EXP 	window1: blendMode = 'avg'
10.7993 	EXP 	window1: blendMode = 'avg'
10.8076 	EXP 	window1: blendMode = 'avg'
10.8159 	EXP 	window1: blendMode = 'avg'
10.8244 	EXP 	window1: blendMode = 'avg'
10.8326 	EXP 	window1: blendMode = 'avg'
10.8410 	EXP 	window1: blendMode = 'avg'
10.8493 	EXP 	window1: blendMode = 'avg'
10.8576 	EXP 	window1: blendMode = 'avg'
10.8661 	EXP 	window1: blendMode = 'avg'
10.8744 	EXP 	window1: blendMode = 'avg'
